Date,Open,High,Low,Close,Adj Close,Volume
03/13/20,66.222504,69.980003,63.237499,69.4925,68.95797,370732000
03/16/20,60.487499,64.769997,60,60.552502,60.086731,322423600
03/17/20,61.877499,64.402496,59.599998,63.215,62.728752,324056000
03/18/20,59.942501,62.5,59.279999,61.6675,61.193157,300233600
03/19/20,61.8475,63.209999,60.6525,61.195,60.724293,271857200
03/20/20,61.794998,62.9575,57,57.310001,56.869179,401693200
03/23/20,57.02,57.125,53.1525,56.092499,55.661041,336752800
03/24/20,59.09,61.922501,58.575001,61.720001,61.245258,287531200
03/25/20,62.6875,64.5625,61.075001,61.380001,60.907871,303602000
03/26/20,61.630001,64.669998,61.59,64.610001,64.113029,252087200
03/27/20,63.1875,63.967499,61.762501,61.935001,61.458603,204216800
03/30/20,62.685001,63.880001,62.349998,63.702499,63.212502,167976400
03/31/20,63.900002,65.622498,63,63.572498,63.083504,197002000
04/01/20,61.625,62.18,59.782501,60.227501,59.76424,176218400
04/02/20,60.084999,61.287498,59.224998,61.232498,60.761501,165934000
04/03/20,60.700001,61.424999,59.7425,60.352501,59.888275,129880000
04/06/20,62.724998,65.777496,62.345001,65.6175,65.11277,201820400
04/07/20,67.699997,67.925003,64.75,64.857498,64.358627,202887200
04/08/20,65.684998,66.842499,65.307503,66.517502,66.005852,168895200
04/09/20,67.175003,67.517502,66.175003,66.997498,66.482155,162116400
04/13/20,67.077499,68.425003,66.457497,68.3125,67.787041,131022800
04/14/20,70,72.0625,69.512497,71.762497,71.210495,194994800
04/15/20,70.599998,71.582497,70.157501,71.107498,70.560539,131154400
04/16/20,71.845001,72.050003,70.587502,71.672501,71.121201,157125200
04/17/20,71.172501,71.737503,69.214996,70.699997,70.156174,215250000
04/20/20,69.487503,70.419998,69.212502,69.232498,68.699974,130015200
04/21/20,69.07,69.3125,66.357498,67.092499,66.576424,180991600
04/22/20,68.402496,69.474998,68.050003,69.025002,68.494064,117057200
04/23/20,68.967499,70.4375,68.717499,68.7575,68.228622,124814400
04/24/20,69.300003,70.752502,69.25,70.7425,70.198349,126508800
04/27/20,70.449997,71.135002,69.987503,70.792503,70.247971,117087600
04/28/20,71.269997,71.457497,69.550003,69.644997,69.109299,112004800
04/29/20,71.182503,72.417503,70.972504,71.932503,71.379196,137280800
04/30/20,72.489998,73.6325,72.087502,73.449997,72.885025,183064000
05/01/20,71.5625,74.75,71.462502,72.267502,71.711632,240616800
05/04/20,72.292503,73.422501,71.580002,73.290001,72.726265,133568000
05/05/20,73.764999,75.25,73.614998,74.389999,73.817802,147751200
05/06/20,75.114998,75.809998,74.717499,75.157501,74.579391,142333600
05/07/20,75.805,76.292503,75.4925,75.934998,75.350914,115215200
05/08/20,76.410004,77.587502,76.072502,77.532501,77.144394,134048000
05/11/20,77.025002,79.262497,76.809998,78.752502,78.358284,145946400
05/12/20,79.457497,79.922501,77.727501,77.852501,77.462791,162301200
05/13/20,78.037498,78.987503,75.802498,76.912498,76.527496,200622400
05/14/20,76.127502,77.447502,75.3825,77.385002,76.997635,158929200
05/15/20,75.087502,76.974998,75.052498,76.927498,76.542412,166348400
05/18/20,78.292503,79.125,77.580002,78.739998,78.345848,135372400
05/19/20,78.7575,79.629997,78.252502,78.285004,77.893127,101729600
05/20/20,79.169998,79.879997,79.129997,79.807503,79.408005,111504800
05/21/20,79.665001,80.222504,78.967499,79.212502,78.815979,102688800
05/22/20,78.942497,79.807503,78.837502,79.722504,79.323433,81803200
05/26/20,80.875,81.059998,79.125,79.182503,78.786133,125522000
05/27/20,79.035004,79.677498,78.272499,79.527496,79.129402,112945200
05/28/20,79.192497,80.860001,78.907501,79.5625,79.16423,133560800
05/29/20,79.8125,80.287498,79.1175,79.485001,79.08712,153598000
06/01/20,79.4375,80.587502,79.302498,80.462502,80.059723,80791200
06/02/20,80.1875,80.860001,79.732498,80.834999,80.430351,87642800
06/03/20,81.165001,81.550003,80.574997,81.279999,80.873131,104491200
06/04/20,81.097504,81.404999,80.195,80.580002,80.176636,87560400
06/05/20,80.837502,82.9375,80.807503,82.875,82.460152,137250400
06/08/20,82.5625,83.400002,81.830002,83.364998,82.947685,95654400
06/09/20,83.035004,86.402496,83.002502,85.997498,85.567009,147712400
06/10/20,86.974998,88.692497,86.522499,88.209999,87.76844,166651600
06/11/20,87.327499,87.764999,83.870003,83.974998,83.554642,201662400
06/12/20,86.18,86.949997,83.555,84.699997,84.276009,200146000
06/15/20,83.3125,86.419998,83.144997,85.747498,85.31826,138808800
06/16/20,87.864998,88.300003,86.18,88.019997,87.579391,165428800
06/17/20,88.787498,88.849998,87.772499,87.897499,87.457504,114406400
06/18/20,87.852501,88.362503,87.305,87.932503,87.492332,96820400
06/19/20,88.660004,89.139999,86.287498,87.43,86.992348,264476000
06/22/20,87.834999,89.864998,87.787498,89.717499,89.268394,135445200
06/23/20,91,93.095001,90.567497,91.6325,91.173805,212155600
06/24/20,91.25,92.197502,89.629997,90.014999,89.564407,192623200
06/25/20,90.175003,91.25,89.392502,91.209999,90.753426,137522400
06/26/20,91.102501,91.330002,88.254997,88.407501,87.964951,205256800
06/29/20,88.3125,90.542503,87.82,90.445,89.992256,130646000
06/30/20,90.019997,91.495003,90,91.199997,90.743469,140223200
07/01/20,91.279999,91.839996,90.977501,91.027496,90.571838,110737200
07/02/20,91.962502,92.6175,90.910004,91.027496,90.571838,114041600
07/06/20,92.5,93.945,92.467499,93.462502,92.994652,118655600
07/07/20,93.852501,94.654999,93.057503,93.172501,92.706093,112424400
07/08/20,94.18,95.375,94.089996,95.342499,94.865234,117092000
07/09/20,96.262497,96.317497,94.672501,95.752502,95.273193,125642800
07/10/20,95.334999,95.980003,94.705002,95.919998,95.439842,90257200
07/13/20,97.264999,99.955002,95.2575,95.477501,94.999557,191649200
07/14/20,94.839996,97.254997,93.877502,97.057503,96.571655,170989200
07/15/20,98.989998,99.247498,96.489998,97.724998,97.235809,153198000
07/16/20,96.5625,97.404999,95.904999,96.522499,96.03933,110577600
07/17/20,96.987503,97.147499,95.839996,96.327499,95.845299,92186800
07/20/20,96.417503,98.5,96.0625,98.357498,97.865143,90318000
07/21/20,99.172501,99.25,96.7425,97,96.514442,103646000
07/22/20,96.692497,97.974998,96.602501,97.272499,96.785568,89001600
07/23/20,96.997498,97.077499,92.010002,92.845001,92.380234,197004400
07/24/20,90.987503,92.970001,89.144997,92.614998,92.151382,185438800
07/27/20,93.709999,94.904999,93.480003,94.809998,94.335396,121214000
07/28/20,94.3675,94.550003,93.247498,93.252502,92.785706,103625600
07/29/20,93.75,95.230003,93.712502,95.040001,94.564247,90329200
07/30/20,94.1875,96.297501,93.767502,96.190002,95.708496,158130000
07/31/20,102.885002,106.415001,100.824997,106.260002,105.728088,374336800
08/03/20,108.199997,111.637497,107.892502,108.9375,108.392181,308151200
08/04/20,109.1325,110.790001,108.387497,109.665001,109.116043,173071600
08/05/20,109.377502,110.392502,108.897499,110.0625,109.511551,121992000
08/06/20,110.404999,114.412498,109.797501,113.902496,113.332329,202428800
08/07/20,113.205002,113.675003,110.292503,111.112503,110.755638,198045600
08/10/20,112.599998,113.775002,110,112.727501,112.365448,212403600
08/11/20,111.970001,112.482498,109.107498,109.375,109.023705,187902400
08/12/20,110.497498,113.275002,110.297501,113.010002,112.647041,165944800
08/13/20,114.43,116.042503,113.927498,115.010002,114.64061,210082000
08/14/20,114.830002,115,113.044998,114.907501,114.538445,165565200
08/17/20,116.0625,116.087502,113.962502,114.607498,114.239403,119561600
08/18/20,114.352501,116,114.0075,115.5625,115.191338,105633600
08/19/20,115.982498,117.162498,115.610001,115.707497,115.335869,145538000
08/20/20,115.75,118.392502,115.732498,118.275002,117.895126,126907200
08/21/20,119.262497,124.8675,119.25,124.370003,123.970551,338054800
08/24/20,128.697495,128.785004,123.9375,125.857498,125.45327,345937600
08/25/20,124.697502,125.18,123.052498,124.824997,124.424088,211495600
08/26/20,126.18,126.9925,125.082497,126.522499,126.116135,163022400
08/27/20,127.142502,127.485001,123.832497,125.010002,124.608498,155552400
08/28/20,126.012497,126.442497,124.577499,124.807503,124.406647,187630000
08/31/20,127.580002,131,126,129.039993,128.625549,225702700
09/01/20,132.759995,134.800003,130.529999,134.179993,133.749039,152470100
09/02/20,137.589996,137.979996,127,131.399994,130.977966,200119000
09/03/20,126.910004,128.839996,120.5,120.879997,120.491753,257599600
09/04/20,120.07,123.699997,110.889999,120.959999,120.571503,332607200
09/08/20,113.949997,118.989998,112.68,112.82,112.457649,231366600
09/09/20,117.260002,119.139999,115.260002,117.32,116.943192,176940500
09/10/20,120.360001,120.5,112.5,113.489998,113.125496,182274400
09/11/20,114.57,115.230003,110,112,111.640282,180860300
09/14/20,114.720001,115.93,112.800003,115.360001,114.989487,140150100
09/15/20,118.330002,118.830002,113.610001,115.540001,115.168915,184642000
09/16/20,115.230003,116,112.040001,112.129997,111.769859,154679000
09/17/20,109.720001,112.199997,108.709999,110.339996,109.985611,178011000
09/18/20,110.400002,110.879997,106.089996,106.839996,106.496849,287104900
09/21/20,104.540001,110.190002,103.099998,110.080002,109.726448,195713800
09/22/20,112.68,112.860001,109.160004,111.809998,111.450882,183055400
09/23/20,111.620003,112.110001,106.769997,107.120003,106.775963,150718700
09/24/20,105.169998,110.25,105,108.220001,107.872421,167743300
09/25/20,108.43,112.440002,107.669998,112.279999,111.919373,149981400
09/28/20,115.010002,115.32,112.779999,114.959999,114.590767,137672400
09/29/20,114.550003,115.309998,113.57,114.089996,113.723564,99382200
09/30/20,113.790001,117.260002,113.620003,115.809998,115.438042,142675200
10/01/20,117.639999,117.720001,115.830002,116.790001,116.414894,116120400
10/02/20,112.889999,115.370003,112.220001,113.019997,112.657005,144712000
10/05/20,113.910004,116.650002,113.550003,116.5,116.125824,106243800
10/06/20,115.699997,116.120003,112.25,113.160004,112.796555,161498200
10/07/20,114.620003,115.550003,114.129997,115.080002,114.710388,96849000
10/08/20,116.25,116.400002,114.589996,114.970001,114.600739,83477200
10/09/20,115.279999,117,114.919998,116.970001,116.594315,100506900
10/12/20,120.059998,125.18,119.279999,124.400002,124.000458,240226800
10/13/20,125.269997,125.389999,119.650002,121.099998,120.711044,262330500
10/14/20,121,123.029999,119.620003,121.190002,120.800766,151062300
10/15/20,118.720001,121.199997,118.150002,120.709999,120.322304,112559200
10/16/20,121.279999,121.550003,118.809998,119.019997,118.637726,115393800
10/19/20,119.959999,120.419998,115.660004,115.980003,115.607498,120639300
10/20/20,116.199997,118.980003,115.629997,117.510002,117.132591,124423700
10/21/20,116.669998,118.709999,116.449997,116.870003,116.494644,89946000
10/22/20,117.449997,118.040001,114.589996,115.75,115.378235,101988000
10/23/20,116.389999,116.550003,114.279999,115.040001,114.670517,82572600
10/26/20,114.010002,116.550003,112.879997,115.050003,114.680489,111850700
10/27/20,115.489998,117.279999,114.540001,116.599998,116.22551,92276800
10/28/20,115.050003,115.43,111.099998,111.199997,110.84285,143937800
10/29/20,112.370003,116.93,112.199997,115.32,114.949615,146129200
10/30/20,111.059998,111.989998,107.720001,108.860001,108.510361,190272600
11/02/20,109.110001,110.68,107.32,108.769997,108.420654,122866900
11/03/20,109.660004,111.489998,108.730003,110.440002,110.085289,107624400
11/04/20,114.139999,115.589996,112.349998,114.949997,114.580803,138235500
11/05/20,117.949997,119.620003,116.870003,119.029999,118.647697,126387100
11/06/20,118.32,119.199997,116.129997,118.690002,118.512909,114457900
11/09/20,120.5,121.989998,116.050003,116.32,116.146439,154515300
11/10/20,115.550003,117.589996,114.129997,115.970001,115.796967,138023400
11/11/20,117.190002,119.629997,116.440002,119.489998,119.311707,112295000
11/12/20,119.620003,120.529999,118.57,119.209999,119.032127,103162300
11/13/20,119.440002,119.669998,117.870003,119.260002,119.082054,81581900
11/16/20,118.919998,120.989998,118.150002,120.300003,120.120506,91183000
11/17/20,119.550003,120.669998,118.959999,119.389999,119.211861,74271000
11/18/20,118.610001,119.82,118,118.029999,117.853889,76322100
11/19/20,117.589996,119.059998,116.809998,118.639999,118.462982,74113000
11/20/20,118.639999,118.769997,117.290001,117.339996,117.164917,73604300
11/23/20,117.18,117.620003,113.75,113.849998,113.680122,127959300
11/24/20,113.910004,115.849998,112.589996,115.169998,114.998154,113874200
11/25/20,115.550003,116.75,115.169998,116.029999,115.856873,76499200
11/27/20,116.57,117.489998,116.220001,116.589996,116.416031,46691300
11/30/20,116.970001,120.970001,116.809998,119.050003,118.872368,169410200
12/01/20,121.010002,123.470001,120.010002,122.720001,122.536896,128166800
12/02/20,122.019997,123.370003,120.889999,123.080002,122.896355,89004200
12/03/20,123.519997,123.779999,122.209999,122.940002,122.756569,78967600
12/04/20,122.599998,122.860001,121.519997,122.25,122.067596,78260400
12/07/20,122.309998,124.57,122.25,123.75,123.565353,86712000
12/08/20,124.370003,124.980003,123.089996,124.379997,124.194412,82225500
12/09/20,124.529999,125.949997,121,121.779999,121.598289,115089200
12/10/20,120.5,123.870003,120.150002,123.239998,123.056114,81312200
12/11/20,122.43,122.760002,120.550003,122.410004,122.227356,86939800
12/14/20,122.599998,123.349998,121.540001,121.779999,121.598289,79184500
12/15/20,124.339996,127.900002,124.129997,127.879997,127.689186,157572300
12/16/20,127.410004,128.369995,126.559998,127.809998,127.619293,98208600
12/17/20,128.899994,129.580002,128.039993,128.699997,128.507965,94359800
12/18/20,128.960007,129.100006,126.120003,126.660004,126.471016,192541500
12/21/20,125.019997,128.309998,123.449997,128.229996,128.038666,121251600
12/22/20,131.610001,134.410004,129.649994,131.880005,131.683228,168904800
12/23/20,132.160004,132.429993,130.779999,130.960007,130.764603,88223700
12/24/20,131.320007,133.460007,131.100006,131.970001,131.773087,54930100
12/28/20,133.990005,137.339996,133.509995,136.690002,136.486053,124486200
12/29/20,138.050003,138.789993,134.339996,134.869995,134.668762,121047300
12/30/20,135.580002,135.990005,133.399994,133.720001,133.520477,96452100
12/31/20,134.080002,134.740005,131.720001,132.690002,132.49202,99116600
01/04/21,133.520004,133.610001,126.760002,129.410004,129.216919,143301900
01/05/21,128.889999,131.740005,128.429993,131.009995,130.814514,97664900
01/06/21,127.720001,131.050003,126.379997,126.599998,126.411102,155088000
01/07/21,128.360001,131.630005,127.860001,130.919998,130.724655,109578200
01/08/21,132.429993,132.630005,130.229996,132.050003,131.852966,105158200
01/11/21,129.190002,130.169998,128.5,128.979996,128.787552,100620900
01/12/21,128.5,129.690002,126.860001,128.800003,128.607819,91951100
01/13/21,128.759995,131.449997,128.490005,130.889999,130.694702,88636800
01/14/21,130.800003,131,128.759995,128.910004,128.717667,90221800
01/15/21,128.779999,130.220001,127,127.139999,126.950294,111598500
01/19/21,127.779999,128.710007,126.940002,127.830002,127.639267,90757300
01/20/21,128.660004,132.490005,128.550003,132.029999,131.832993,104319500
01/21/21,133.800003,139.669998,133.589996,136.869995,136.665771,120529500
01/22/21,136.279999,139.850006,135.020004,139.070007,138.862503,114459400
01/25/21,143.070007,145.089996,136.539993,142.919998,142.706757,157611700
01/26/21,143.600006,144.300003,141.369995,143.160004,142.946396,98390600
01/27/21,143.429993,144.300003,140.410004,142.059998,141.848038,140843800
01/28/21,139.520004,141.990005,136.699997,137.089996,136.885452,142621100
01/29/21,135.830002,136.740005,130.210007,131.960007,131.763107,177180600
02/01/21,133.75,135.380005,130.929993,134.139999,133.93985,106239800
02/02/21,135.729996,136.309998,134.610001,134.990005,134.788589,83305400
02/03/21,135.759995,135.770004,133.610001,133.940002,133.740158,89880900
02/04/21,136.300003,137.399994,134.589996,137.389999,137.184998,84183100
02/05/21,137.350006,137.419998,135.860001,136.759995,136.759995,75524000
02/08/21,136.029999,136.960007,134.919998,136.910004,136.910004,71297200
02/09/21,136.619995,137.880005,135.850006,136.009995,136.009995,76774200
02/10/21,136.479996,136.990005,134.399994,135.389999,135.389999,73046600
02/11/21,135.899994,136.389999,133.770004,135.130005,135.130005,64154400
02/12/21,134.350006,135.529999,133.690002,135.369995,135.369995,60029300
02/16/21,135.490005,136.009995,132.789993,133.190002,133.190002,80576300
02/17/21,131.25,132.220001,129.470001,130.839996,130.839996,97918500
02/18/21,129.199997,130,127.410004,129.710007,129.710007,96856700
02/19/21,130.240005,130.710007,128.800003,129.869995,129.869995,87668800
02/22/21,128.009995,129.720001,125.599998,126,126,103916400
02/23/21,123.760002,126.709999,118.389999,125.860001,125.860001,158273000
02/24/21,124.940002,125.559998,122.230003,125.349998,125.349998,111039900
02/25/21,124.68,126.459999,120.540001,120.989998,120.989998,148199500
02/26/21,122.589996,124.849998,121.199997,121.260002,121.260002,164320000
03/01/21,123.75,127.93,122.790001,127.790001,127.790001,115998300
03/02/21,128.410004,128.720001,125.010002,125.120003,125.120003,102015300
03/03/21,124.809998,125.709999,121.839996,122.059998,122.059998,112430400
03/04/21,121.75,123.599998,118.620003,120.129997,120.129997,177275300
03/05/21,120.980003,121.940002,117.57,121.419998,121.419998,153590400
03/08/21,120.93,121,116.209999,116.360001,116.360001,153918600
03/09/21,119.029999,122.059998,118.790001,121.089996,121.089996,129159600
03/10/21,121.690002,122.169998,119.449997,119.980003,119.980003,111760400
03/11/21,122.540001,123.209999,121.260002,121.959999,121.959999,102753600
03/12/21,120.400002,121.169998,119.160004,121.029999,121.029999,87963400